original,renamed
TRINITY_DN2739_c0_g1_i1 len=633 path=[0:0-632],Transcript_1175
TRINITY_DN2768_c0_g1_i1 len=3058 path=[0:0-3057],Transcript_1176
TRINITY_DN2776_c0_g1_i1 len=1482 path=[0:0-1481],Transcript_1177
TRINITY_DN2786_c1_g1_i1 len=313 path=[0:0-312],Transcript_1178
TRINITY_DN2786_c0_g1_i1 len=633 path=[0:0-632],Transcript_1179
TRINITY_DN2746_c0_g1_i1 len=1235 path=[0:0-1234],Transcript_1180
TRINITY_DN2766_c0_g1_i1 len=3515 path=[0:0-3514],Transcript_1181
TRINITY_DN2767_c0_g1_i1 len=1011 path=[0:0-1010],Transcript_1182
TRINITY_DN2735_c0_g1_i1 len=2504 path=[0:0-2503],Transcript_1183
TRINITY_DN2725_c0_g1_i1 len=1871 path=[0:0-1870],Transcript_1184
TRINITY_DN2749_c0_g1_i1 len=465 path=[0:0-464],Transcript_1185
TRINITY_DN2747_c0_g1_i1 len=1353 path=[0:0-1352],Transcript_1186
TRINITY_DN2784_c0_g1_i1 len=608 path=[0:0-607],Transcript_1187
TRINITY_DN2764_c0_g1_i1 len=710 path=[0:0-709],Transcript_1188
TRINITY_DN2755_c0_g1_i1 len=1910 path=[0:0-1909],Transcript_1189
TRINITY_DN2707_c0_g1_i1 len=230 path=[0:0-229],Transcript_1190
TRINITY_DN2727_c0_g1_i1 len=1901 path=[0:0-1900],Transcript_1191
TRINITY_DN2709_c0_g1_i1 len=394 path=[0:0-393],Transcript_1192
TRINITY_DN2732_c0_g1_i1 len=328 path=[0:0-327],Transcript_1193
TRINITY_DN2772_c0_g1_i1 len=1894 path=[0:0-1893],Transcript_1194
TRINITY_DN2771_c0_g1_i1 len=860 path=[0:0-859],Transcript_1195
TRINITY_DN2777_c0_g1_i1 len=1617 path=[0:0-1616],Transcript_1196
TRINITY_DN2743_c0_g1_i1 len=1343 path=[0:0-1342],Transcript_1197
TRINITY_DN2753_c0_g1_i1 len=1593 path=[0:0-1592],Transcript_1198
TRINITY_DN2733_c0_g1_i1 len=1827 path=[0:0-1826],Transcript_1199
TRINITY_DN2779_c0_g1_i1 len=1118 path=[0:0-1117],Transcript_1200
TRINITY_DN2758_c0_g1_i1 len=1417 path=[0:0-1416],Transcript_1201
TRINITY_DN2754_c0_g1_i1 len=680 path=[0:0-679],Transcript_1202
TRINITY_DN2748_c0_g1_i1 len=1428 path=[0:0-1427],Transcript_1203
TRINITY_DN2742_c0_g1_i1 len=1098 path=[0:0-1097],Transcript_1204
TRINITY_DN2794_c0_g1_i1 len=1445 path=[0:0-1444],Transcript_1205
TRINITY_DN2736_c0_g1_i1 len=936 path=[0:0-935],Transcript_1206
TRINITY_DN2756_c0_g1_i1 len=804 path=[0:0-803],Transcript_1207
TRINITY_DN2738_c0_g1_i1 len=2890 path=[0:0-2889],Transcript_1208
TRINITY_DN2701_c0_g1_i1 len=297 path=[0:0-296],Transcript_1209
TRINITY_DN2700_c0_g1_i1 len=204 path=[0:0-203],Transcript_1210
TRINITY_DN2798_c0_g1_i1 len=670 path=[0:0-669],Transcript_1211
TRINITY_DN2728_c0_g1_i1 len=577 path=[0:0-576],Transcript_1212
TRINITY_DN2712_c0_g1_i1 len=2165 path=[0:0-2164],Transcript_1213
TRINITY_DN2752_c0_g1_i1 len=1217 path=[0:0-1216],Transcript_1214
TRINITY_DN3549_c0_g1_i1 len=1039 path=[0:0-1038],Transcript_1215
TRINITY_DN3562_c0_g1_i1 len=339 path=[0:0-338],Transcript_1216
TRINITY_DN3566_c0_g1_i1 len=532 path=[0:0-531],Transcript_1217
TRINITY_DN3514_c0_g1_i1 len=472 path=[0:0-471],Transcript_1218
TRINITY_DN3522_c0_g1_i1 len=1699 path=[0:0-1698],Transcript_1219
TRINITY_DN3515_c0_g1_i1 len=2896 path=[0:0-2895],Transcript_1220
TRINITY_DN3563_c0_g1_i1 len=1193 path=[0:0-1192],Transcript_1221
TRINITY_DN3590_c0_g1_i1 len=276 path=[0:0-275],Transcript_1222
TRINITY_DN3512_c0_g1_i1 len=839 path=[0:0-838],Transcript_1223
TRINITY_DN3571_c0_g1_i1 len=274 path=[0:0-273],Transcript_1224
TRINITY_DN3541_c0_g1_i1 len=806 path=[0:0-805],Transcript_1225
TRINITY_DN3530_c0_g1_i1 len=969 path=[0:0-968],Transcript_1226
TRINITY_DN3505_c0_g1_i1 len=1166 path=[0:0-1165],Transcript_1227
TRINITY_DN3592_c0_g1_i1 len=341 path=[0:0-340],Transcript_1228
TRINITY_DN3537_c0_g1_i1 len=1161 path=[0:0-1160],Transcript_1229
TRINITY_DN3581_c0_g1_i1 len=492 path=[0:0-491],Transcript_1230
TRINITY_DN3595_c0_g1_i1 len=383 path=[0:0-382],Transcript_1231
TRINITY_DN3509_c0_g1_i1 len=1210 path=[0:0-1209],Transcript_1232
TRINITY_DN3564_c0_g1_i1 len=1951 path=[0:0-1950],Transcript_1233
TRINITY_DN3534_c0_g1_i1 len=423 path=[0:0-422],Transcript_1234
TRINITY_DN3518_c0_g1_i1 len=697 path=[0:0-696],Transcript_1235
TRINITY_DN3525_c0_g1_i1 len=720 path=[0:0-719],Transcript_1236
TRINITY_DN3528_c0_g1_i1 len=418 path=[0:0-417],Transcript_1237
TRINITY_DN3577_c0_g1_i1 len=743 path=[0:0-742],Transcript_1238
TRINITY_DN3559_c0_g1_i1 len=253 path=[0:0-252],Transcript_1239
TRINITY_DN3519_c0_g1_i1 len=903 path=[0:0-902],Transcript_1240
TRINITY_DN3508_c0_g1_i1 len=452 path=[0:0-451],Transcript_1241
TRINITY_DN3588_c0_g1_i1 len=354 path=[0:0-353],Transcript_1242
TRINITY_DN3520_c0_g1_i1 len=1805 path=[0:0-1804],Transcript_1243
TRINITY_DN3507_c0_g1_i1 len=297 path=[0:0-296],Transcript_1244
TRINITY_DN3579_c0_g1_i1 len=1675 path=[0:0-1674],Transcript_1245
TRINITY_DN3550_c0_g1_i1 len=270 path=[0:0-269],Transcript_1246
TRINITY_DN3560_c0_g1_i1 len=695 path=[0:0-694],Transcript_1247
TRINITY_DN3576_c0_g1_i1 len=2061 path=[0:0-2060],Transcript_1248
TRINITY_DN3554_c0_g1_i1 len=342 path=[0:0-341],Transcript_1249
TRINITY_DN3598_c0_g1_i1 len=510 path=[0:0-509],Transcript_1250
TRINITY_DN3533_c0_g1_i1 len=2291 path=[0:0-2290],Transcript_1251
TRINITY_DN3583_c0_g1_i1 len=828 path=[0:0-827],Transcript_1252
TRINITY_DN3517_c0_g1_i1 len=1219 path=[0:0-1218],Transcript_1253
TRINITY_DN3578_c0_g1_i1 len=221 path=[0:0-220],Transcript_1254
TRINITY_DN3513_c0_g1_i1 len=1337 path=[0:0-1336],Transcript_1255
TRINITY_DN3567_c0_g1_i1 len=650 path=[0:0-649],Transcript_1256
TRINITY_DN3556_c0_g1_i1 len=495 path=[0:0-494],Transcript_1257
TRINITY_DN3599_c0_g1_i1 len=1876 path=[0:0-1875],Transcript_1258
TRINITY_DN3591_c0_g1_i1 len=666 path=[0:0-665],Transcript_1259
TRINITY_DN3531_c0_g1_i1 len=1199 path=[0:0-1198],Transcript_1260
TRINITY_DN3594_c0_g1_i1 len=377 path=[0:0-376],Transcript_1261
TRINITY_DN3535_c0_g1_i1 len=229 path=[0:0-228],Transcript_1262
TRINITY_DN3523_c0_g1_i1 len=955 path=[0:0-954],Transcript_1263
TRINITY_DN3573_c0_g1_i1 len=202 path=[0:0-201],Transcript_1264
TRINITY_DN3503_c0_g1_i1 len=1780 path=[0:0-1779],Transcript_1265
TRINITY_DN3557_c0_g1_i1 len=783 path=[0:0-782],Transcript_1266
TRINITY_DN3587_c0_g1_i1 len=1429 path=[0:0-1428],Transcript_1267
TRINITY_DN3572_c0_g1_i1 len=666 path=[0:0-665],Transcript_1268
TRINITY_DN3543_c0_g1_i1 len=1470 path=[0:0-1469],Transcript_1269
TRINITY_DN3589_c0_g1_i1 len=1045 path=[0:0-1044],Transcript_1270
TRINITY_DN3526_c0_g1_i1 len=211 path=[0:0-210],Transcript_1271
TRINITY_DN3539_c0_g1_i1 len=1261 path=[0:0-1260],Transcript_1272
TRINITY_DN3511_c0_g1_i1 len=708 path=[0:0-707],Transcript_1273
TRINITY_DN3596_c0_g1_i1 len=207 path=[0:0-206],Transcript_1274
TRINITY_DN3500_c0_g1_i1 len=650 path=[0:0-649],Transcript_1275
TRINITY_DN3510_c0_g1_i1 len=2723 path=[0:0-2722],Transcript_1276
TRINITY_DN3575_c0_g1_i1 len=289 path=[0:0-288],Transcript_1277
TRINITY_DN3538_c0_g1_i1 len=236 path=[0:0-235],Transcript_1278
TRINITY_DN3569_c0_g1_i1 len=449 path=[0:0-448],Transcript_1279
TRINITY_DN3547_c0_g1_i1 len=719 path=[0:0-718],Transcript_1280
TRINITY_DN3574_c0_g1_i1 len=482 path=[0:0-481],Transcript_1281
TRINITY_DN3553_c0_g1_i1 len=2308 path=[0:0-2307],Transcript_1282
TRINITY_DN3568_c0_g1_i1 len=567 path=[0:0-566],Transcript_1283
TRINITY_DN3546_c0_g1_i1 len=368 path=[0:0-367],Transcript_1284
TRINITY_DN3561_c0_g1_i1 len=415 path=[0:0-414],Transcript_1285
TRINITY_DN3501_c0_g1_i1 len=1331 path=[0:0-1330],Transcript_1286
TRINITY_DN3548_c0_g1_i1 len=1899 path=[0:0-1898],Transcript_1287
TRINITY_DN3580_c0_g1_i1 len=433 path=[0:0-432],Transcript_1288
TRINITY_DN3527_c0_g1_i1 len=230 path=[0:0-229],Transcript_1289
TRINITY_DN3597_c0_g1_i1 len=253 path=[0:0-252],Transcript_1290
TRINITY_DN3584_c0_g1_i1 len=551 path=[0:0-550],Transcript_1291
TRINITY_DN3536_c0_g1_i1 len=1261 path=[0:0-1260],Transcript_1292
TRINITY_DN3504_c0_g1_i1 len=446 path=[0:0-445],Transcript_1293
TRINITY_DN3544_c0_g1_i1 len=458 path=[0:0-457],Transcript_1294
TRINITY_DN3516_c0_g1_i1 len=548 path=[0:0-547],Transcript_1295
TRINITY_DN3551_c0_g1_i1 len=231 path=[0:0-230],Transcript_1296
TRINITY_DN3586_c0_g1_i1 len=998 path=[0:0-997],Transcript_1297
TRINITY_DN3502_c0_g1_i1 len=847 path=[0:0-846],Transcript_1298
TRINITY_DN3565_c0_g1_i1 len=980 path=[0:0-979],Transcript_1299
TRINITY_DN3545_c0_g1_i1 len=468 path=[0:0-467],Transcript_1300
TRINITY_DN3521_c0_g1_i1 len=395 path=[0:0-394],Transcript_1301
TRINITY_DN3532_c0_g1_i1 len=583 path=[0:0-582],Transcript_1302
TRINITY_DN3585_c0_g1_i1 len=1219 path=[0:0-1218],Transcript_1303
TRINITY_DN3529_c0_g1_i1 len=1195 path=[0:0-1194],Transcript_1304
TRINITY_DN3542_c0_g1_i1 len=398 path=[0:0-397],Transcript_1305
TRINITY_DN3555_c0_g1_i1 len=315 path=[0:0-314],Transcript_1306
TRINITY_DN3558_c0_g1_i1 len=736 path=[0:0-735],Transcript_1307
TRINITY_DN3540_c0_g1_i1 len=455 path=[0:0-454],Transcript_1308
TRINITY_DN3570_c0_g1_i1 len=915 path=[0:0-914],Transcript_1309
TRINITY_DN3524_c0_g1_i1 len=288 path=[0:0-287],Transcript_1310
TRINITY_DN3552_c0_g1_i1 len=968 path=[0:0-967],Transcript_1311
TRINITY_DN3593_c0_g1_i1 len=1546 path=[0:0-1545],Transcript_1312
TRINITY_DN3506_c0_g1_i1 len=1359 path=[0:0-1358],Transcript_1313
TRINITY_DN3582_c0_g1_i1 len=537 path=[0:0-536],Transcript_1314
TRINITY_DN5603_c0_g1_i1 len=411 path=[0:0-410],Transcript_1315
TRINITY_DN5622_c0_g1_i1 len=553 path=[0:0-552],Transcript_1316
TRINITY_DN5631_c0_g1_i1 len=244 path=[0:0-243],Transcript_1317
TRINITY_DN5675_c0_g1_i1 len=295 path=[0:0-294],Transcript_1318
TRINITY_DN5674_c0_g1_i1 len=335 path=[0:0-334],Transcript_1319
TRINITY_DN5649_c0_g1_i1 len=402 path=[0:0-401],Transcript_1320
TRINITY_DN5611_c0_g1_i1 len=712 path=[0:0-711],Transcript_1321
TRINITY_DN5672_c0_g1_i1 len=332 path=[0:0-331],Transcript_1322
TRINITY_DN5647_c0_g1_i1 len=1360 path=[0:0-1359],Transcript_1323
TRINITY_DN5691_c0_g1_i1 len=483 path=[0:0-482],Transcript_1324
TRINITY_DN5624_c0_g1_i1 len=486 path=[0:0-485],Transcript_1325
TRINITY_DN5676_c0_g1_i1 len=333 path=[0:0-332],Transcript_1326
TRINITY_DN5650_c0_g1_i1 len=495 path=[0:0-494],Transcript_1327
TRINITY_DN5660_c0_g1_i1 len=616 path=[0:0-615],Transcript_1328
TRINITY_DN5637_c0_g1_i1 len=488 path=[0:0-487],Transcript_1329
TRINITY_DN5696_c0_g1_i1 len=232 path=[0:0-231],Transcript_1330
TRINITY_DN5651_c0_g1_i1 len=327 path=[0:0-326],Transcript_1331
TRINITY_DN5627_c0_g1_i1 len=205 path=[0:0-204],Transcript_1332
TRINITY_DN5654_c0_g1_i1 len=307 path=[0:0-306],Transcript_1333
TRINITY_DN5625_c0_g1_i1 len=216 path=[0:0-215],Transcript_1334
TRINITY_DN5683_c0_g1_i1 len=297 path=[0:0-296],Transcript_1335
TRINITY_DN5678_c0_g1_i1 len=356 path=[0:0-355],Transcript_1336
TRINITY_DN5695_c0_g1_i1 len=233 path=[0:0-232],Transcript_1337
TRINITY_DN5632_c0_g1_i1 len=340 path=[0:0-339],Transcript_1338
TRINITY_DN5693_c0_g1_i1 len=257 path=[0:0-256],Transcript_1339
TRINITY_DN5642_c0_g1_i1 len=431 path=[0:0-430],Transcript_1340
TRINITY_DN5658_c0_g1_i1 len=556 path=[0:0-555],Transcript_1341
TRINITY_DN5619_c0_g1_i1 len=237 path=[0:0-236],Transcript_1342
TRINITY_DN5684_c0_g1_i1 len=564 path=[0:0-563],Transcript_1343
TRINITY_DN5643_c0_g1_i1 len=465 path=[0:0-464],Transcript_1344
TRINITY_DN5612_c0_g1_i1 len=314 path=[0:0-313],Transcript_1345
TRINITY_DN5644_c0_g1_i1 len=257 path=[0:0-256],Transcript_1346
TRINITY_DN5663_c0_g1_i1 len=271 path=[0:0-270],Transcript_1347
TRINITY_DN5634_c0_g1_i1 len=415 path=[0:0-414],Transcript_1348
TRINITY_DN5681_c0_g1_i1 len=239 path=[0:0-238],Transcript_1349
TRINITY_DN5635_c0_g1_i1 len=733 path=[0:0-732],Transcript_1350
TRINITY_DN5640_c0_g1_i1 len=647 path=[0:0-646],Transcript_1351
TRINITY_DN5623_c0_g1_i1 len=646 path=[0:0-645],Transcript_1352
TRINITY_DN5671_c0_g1_i1 len=455 path=[0:0-454],Transcript_1353
TRINITY_DN5618_c0_g1_i1 len=453 path=[0:0-452],Transcript_1354
TRINITY_DN5617_c0_g1_i1 len=254 path=[0:0-253],Transcript_1355
TRINITY_DN5601_c0_g1_i1 len=827 path=[0:0-826],Transcript_1356
TRINITY_DN5641_c0_g1_i1 len=358 path=[0:0-357],Transcript_1357
TRINITY_DN5626_c0_g1_i1 len=293 path=[0:0-292],Transcript_1358
TRINITY_DN5646_c0_g1_i1 len=513 path=[0:0-512],Transcript_1359
TRINITY_DN5653_c0_g1_i1 len=423 path=[0:0-422],Transcript_1360
TRINITY_DN5613_c0_g1_i1 len=863 path=[0:0-862],Transcript_1361
TRINITY_DN5636_c0_g1_i1 len=268 path=[0:0-267],Transcript_1362
TRINITY_DN5633_c0_g1_i1 len=381 path=[0:0-380],Transcript_1363
TRINITY_DN5652_c0_g1_i1 len=241 path=[0:0-240],Transcript_1364
TRINITY_DN5620_c0_g1_i1 len=549 path=[0:0-548],Transcript_1365
TRINITY_DN5692_c0_g1_i1 len=206 path=[0:0-205],Transcript_1366
TRINITY_DN5685_c0_g1_i1 len=233 path=[0:0-232],Transcript_1367
TRINITY_DN5689_c0_g1_i1 len=399 path=[0:0-398],Transcript_1368
TRINITY_DN5606_c0_g1_i1 len=288 path=[0:0-287],Transcript_1369
TRINITY_DN5680_c0_g1_i1 len=363 path=[0:0-362],Transcript_1370
TRINITY_DN5679_c0_g1_i1 len=252 path=[0:0-251],Transcript_1371
TRINITY_DN5659_c0_g1_i1 len=482 path=[0:0-481],Transcript_1372
TRINITY_DN5615_c0_g1_i1 len=393 path=[0:0-392],Transcript_1373
TRINITY_DN5645_c0_g1_i1 len=350 path=[0:0-349],Transcript_1374
TRINITY_DN5628_c0_g1_i1 len=494 path=[0:0-493],Transcript_1375
TRINITY_DN5670_c0_g1_i1 len=310 path=[0:0-309],Transcript_1376
TRINITY_DN5661_c0_g1_i1 len=280 path=[0:0-279],Transcript_1377
TRINITY_DN5621_c0_g1_i1 len=635 path=[0:0-634],Transcript_1378
TRINITY_DN5639_c0_g1_i1 len=949 path=[0:0-948],Transcript_1379
TRINITY_DN5657_c0_g1_i1 len=675 path=[0:0-674],Transcript_1380
TRINITY_DN5630_c0_g1_i1 len=406 path=[0:0-405],Transcript_1381
TRINITY_DN5648_c0_g1_i1 len=279 path=[0:0-278],Transcript_1382
TRINITY_DN5638_c0_g1_i1 len=340 path=[0:0-339],Transcript_1383
TRINITY_DN5677_c0_g1_i1 len=215 path=[0:0-214],Transcript_1384
TRINITY_DN5665_c0_g1_i1 len=382 path=[0:0-381],Transcript_1385
TRINITY_DN5655_c0_g1_i1 len=217 path=[0:0-216],Transcript_1386
TRINITY_DN5616_c0_g1_i1 len=226 path=[0:0-225],Transcript_1387
TRINITY_DN5607_c0_g1_i1 len=407 path=[0:0-406],Transcript_1388
TRINITY_DN5687_c0_g1_i1 len=303 path=[0:0-302],Transcript_1389
TRINITY_DN5682_c0_g1_i1 len=377 path=[0:0-376],Transcript_1390
TRINITY_DN5605_c0_g1_i1 len=258 path=[0:0-257],Transcript_1391
TRINITY_DN5662_c0_g1_i1 len=532 path=[0:0-531],Transcript_1392
TRINITY_DN5602_c0_g1_i1 len=268 path=[0:0-267],Transcript_1393
TRINITY_DN5609_c0_g1_i1 len=234 path=[0:0-233],Transcript_1394
TRINITY_DN5673_c0_g1_i1 len=235 path=[0:0-234],Transcript_1395
TRINITY_DN5697_c0_g1_i1 len=237 path=[0:0-236],Transcript_1396
TRINITY_DN5666_c0_g1_i1 len=329 path=[0:0-328],Transcript_1397
TRINITY_DN5629_c0_g1_i1 len=214 path=[0:0-213],Transcript_1398
TRINITY_DN5600_c0_g1_i1 len=556 path=[0:0-555],Transcript_1399
TRINITY_DN5699_c0_g1_i1 len=257 path=[0:0-256],Transcript_1400
TRINITY_DN5698_c0_g1_i1 len=402 path=[0:0-401],Transcript_1401
TRINITY_DN5688_c0_g1_i1 len=409 path=[0:0-408],Transcript_1402
TRINITY_DN5669_c0_g1_i1 len=732 path=[0:0-731],Transcript_1403
TRINITY_DN5667_c0_g1_i1 len=760 path=[0:0-759],Transcript_1404
TRINITY_DN5668_c0_g1_i1 len=265 path=[0:0-264],Transcript_1405
TRINITY_DN5608_c0_g1_i1 len=326 path=[0:0-325],Transcript_1406
TRINITY_DN5694_c0_g1_i1 len=232 path=[0:0-231],Transcript_1407
TRINITY_DN5656_c0_g1_i1 len=296 path=[0:0-295],Transcript_1408
TRINITY_DN5664_c0_g1_i1 len=278 path=[0:0-277],Transcript_1409
TRINITY_DN5604_c0_g1_i1 len=427 path=[0:0-426],Transcript_1410
TRINITY_DN5610_c0_g1_i1 len=269 path=[0:0-268],Transcript_1411
TRINITY_DN5690_c0_g1_i1 len=210 path=[0:0-209],Transcript_1412
TRINITY_DN5686_c0_g1_i1 len=218 path=[0:0-217],Transcript_1413
TRINITY_DN5614_c0_g1_i1 len=257 path=[0:0-256],Transcript_1414
TRINITY_DN7829_c0_g1_i1 len=790 path=[0:0-789],Transcript_1415
TRINITY_DN7801_c0_g1_i1 len=2756 path=[0:0-2755],Transcript_1416
TRINITY_DN7895_c0_g1_i1 len=1310 path=[0:0-1309],Transcript_1417
TRINITY_DN7858_c0_g1_i1 len=928 path=[0:0-927],Transcript_1418
TRINITY_DN7817_c0_g1_i1 len=1375 path=[0:0-1374],Transcript_1419
TRINITY_DN7827_c0_g1_i1 len=970 path=[0:0-969],Transcript_1420
TRINITY_DN7891_c0_g1_i1 len=1015 path=[0:0-1014],Transcript_1421
TRINITY_DN7853_c0_g1_i1 len=2044 path=[0:0-2043],Transcript_1422
TRINITY_DN7851_c0_g1_i1 len=1842 path=[0:0-1841],Transcript_1423
TRINITY_DN7837_c0_g1_i1 len=871 path=[0:0-870],Transcript_1424
TRINITY_DN7852_c0_g1_i1 len=596 path=[0:0-595],Transcript_1425
TRINITY_DN7893_c0_g1_i1 len=847 path=[0:0-846],Transcript_1426
TRINITY_DN7838_c0_g1_i1 len=365 path=[0:0-364],Transcript_1427
TRINITY_DN7873_c0_g1_i1 len=1655 path=[0:0-1654],Transcript_1428
TRINITY_DN7805_c0_g1_i1 len=2256 path=[0:0-2255],Transcript_1429
TRINITY_DN7825_c0_g1_i1 len=1405 path=[0:0-1404],Transcript_1430
TRINITY_DN7868_c0_g1_i1 len=814 path=[0:0-813],Transcript_1431
TRINITY_DN7898_c0_g1_i1 len=206 path=[0:0-205],Transcript_1432
TRINITY_DN7867_c0_g1_i1 len=2187 path=[0:0-2186],Transcript_1433
TRINITY_DN7823_c0_g1_i1 len=663 path=[0:0-662],Transcript_1434
TRINITY_DN7847_c0_g1_i1 len=2320 path=[0:0-2319],Transcript_1435
TRINITY_DN7850_c0_g1_i1 len=758 path=[0:0-757],Transcript_1436
TRINITY_DN7892_c0_g1_i1 len=499 path=[0:0-498],Transcript_1437
TRINITY_DN7848_c0_g1_i1 len=571 path=[0:0-570],Transcript_1438
TRINITY_DN7880_c0_g1_i1 len=203 path=[0:0-202],Transcript_1439
TRINITY_DN7809_c0_g1_i1 len=207 path=[0:0-206],Transcript_1440
TRINITY_DN7804_c0_g1_i1 len=1111 path=[0:0-1110],Transcript_1441
TRINITY_DN7885_c0_g1_i1 len=2039 path=[0:0-2038],Transcript_1442
TRINITY_DN7897_c0_g1_i1 len=859 path=[0:0-858],Transcript_1443
TRINITY_DN7876_c0_g1_i1 len=1100 path=[0:0-1099],Transcript_1444
TRINITY_DN7878_c0_g1_i1 len=375 path=[0:0-374],Transcript_1445
TRINITY_DN7821_c0_g1_i1 len=522 path=[0:0-521],Transcript_1446
TRINITY_DN7886_c0_g1_i1 len=830 path=[0:0-829],Transcript_1447
TRINITY_DN7889_c0_g1_i1 len=253 path=[0:0-252],Transcript_1448
TRINITY_DN7888_c0_g1_i1 len=662 path=[0:0-661],Transcript_1449
TRINITY_DN7861_c0_g1_i1 len=1144 path=[0:0-1143],Transcript_1450
TRINITY_DN7836_c0_g1_i1 len=419 path=[0:0-418],Transcript_1451
TRINITY_DN7834_c0_g1_i1 len=856 path=[0:0-855],Transcript_1452
TRINITY_DN7877_c0_g1_i1 len=1097 path=[0:0-1096],Transcript_1453
TRINITY_DN7856_c0_g1_i1 len=992 path=[0:0-991],Transcript_1454
TRINITY_DN7816_c0_g1_i1 len=3285 path=[0:0-3284],Transcript_1455
TRINITY_DN7807_c0_g1_i1 len=1134 path=[0:0-1133],Transcript_1456
TRINITY_DN7863_c0_g1_i1 len=922 path=[0:0-921],Transcript_1457
TRINITY_DN7882_c0_g1_i1 len=1667 path=[0:0-1666],Transcript_1458
TRINITY_DN7810_c0_g1_i1 len=957 path=[0:0-956],Transcript_1459
TRINITY_DN7842_c0_g1_i1 len=1611 path=[0:0-1610],Transcript_1460
TRINITY_DN7884_c0_g1_i1 len=1033 path=[0:0-1032],Transcript_1461
TRINITY_DN7854_c0_g1_i1 len=1051 path=[0:0-1050],Transcript_1462
TRINITY_DN7881_c0_g1_i1 len=2023 path=[0:0-2022],Transcript_1463
TRINITY_DN7830_c0_g1_i1 len=2196 path=[0:0-2195],Transcript_1464
TRINITY_DN7869_c0_g1_i1 len=817 path=[0:0-816],Transcript_1465
TRINITY_DN7800_c0_g1_i1 len=3945 path=[0:0-3944],Transcript_1466
TRINITY_DN7814_c0_g1_i1 len=224 path=[0:0-223],Transcript_1467
TRINITY_DN7828_c0_g1_i1 len=1804 path=[0:0-1803],Transcript_1468
TRINITY_DN7874_c0_g1_i1 len=751 path=[0:0-750],Transcript_1469
TRINITY_DN7894_c0_g1_i1 len=345 path=[0:0-344],Transcript_1470
TRINITY_DN7839_c0_g1_i1 len=513 path=[0:0-512],Transcript_1471
TRINITY_DN7831_c0_g1_i1 len=952 path=[0:0-951],Transcript_1472
TRINITY_DN7803_c0_g1_i1 len=638 path=[0:0-637],Transcript_1473
TRINITY_DN7849_c0_g1_i1 len=1424 path=[0:0-1423],Transcript_1474
TRINITY_DN7899_c0_g1_i1 len=2082 path=[0:0-2081],Transcript_1475
TRINITY_DN7832_c0_g1_i1 len=444 path=[0:0-443],Transcript_1476
TRINITY_DN7841_c0_g1_i1 len=1285 path=[0:0-1284],Transcript_1477
TRINITY_DN7875_c0_g1_i1 len=248 path=[0:0-247],Transcript_1478
TRINITY_DN7844_c0_g1_i1 len=1517 path=[0:0-1516],Transcript_1479
TRINITY_DN7879_c0_g1_i1 len=965 path=[0:0-964],Transcript_1480
TRINITY_DN7818_c1_g1_i1 len=1500 path=[0:0-1499],Transcript_1481
TRINITY_DN7864_c0_g1_i1 len=1333 path=[0:0-1332],Transcript_1482
TRINITY_DN7808_c0_g1_i1 len=683 path=[0:0-682],Transcript_1483
TRINITY_DN7859_c0_g1_i1 len=1716 path=[0:0-1715],Transcript_1484
TRINITY_DN7872_c0_g1_i1 len=1220 path=[0:0-1219],Transcript_1485
TRINITY_DN7896_c0_g1_i1 len=2814 path=[0:0-2813],Transcript_1486
TRINITY_DN7860_c0_g1_i1 len=2726 path=[0:0-2725],Transcript_1487
TRINITY_DN7845_c0_g1_i1 len=947 path=[0:0-946],Transcript_1488
TRINITY_DN7840_c0_g1_i1 len=1219 path=[0:0-1218],Transcript_1489
TRINITY_DN7870_c0_g1_i1 len=957 path=[0:0-956],Transcript_1490
TRINITY_DN7822_c0_g1_i1 len=2429 path=[0:0-2428],Transcript_1491
TRINITY_DN7835_c0_g1_i1 len=283 path=[0:0-282],Transcript_1492
TRINITY_DN7815_c0_g1_i1 len=1008 path=[0:0-1007],Transcript_1493
TRINITY_DN7890_c0_g1_i1 len=1896 path=[0:0-1895],Transcript_1494
TRINITY_DN7820_c0_g1_i1 len=258 path=[0:0-257],Transcript_1495
TRINITY_DN7871_c0_g1_i1 len=1016 path=[0:0-1015],Transcript_1496
TRINITY_DN7833_c0_g1_i1 len=745 path=[0:0-744],Transcript_1497
TRINITY_DN7843_c0_g1_i1 len=652 path=[0:0-651],Transcript_1498
TRINITY_DN7813_c0_g1_i1 len=2702 path=[0:0-2701],Transcript_1499
TRINITY_DN7812_c0_g1_i1 len=1717 path=[0:0-1716],Transcript_1500
TRINITY_DN7826_c0_g1_i1 len=344 path=[0:0-343],Transcript_1501
TRINITY_DN7866_c0_g1_i1 len=774 path=[0:0-773],Transcript_1502
TRINITY_DN7857_c0_g1_i1 len=886 path=[0:0-885],Transcript_1503
TRINITY_DN7855_c0_g1_i1 len=1262 path=[0:0-1261],Transcript_1504
TRINITY_DN7862_c0_g1_i1 len=2058 path=[0:0-2057],Transcript_1505
TRINITY_DN7802_c0_g1_i1 len=2019 path=[0:0-2018],Transcript_1506
TRINITY_DN7883_c0_g1_i1 len=665 path=[0:0-664],Transcript_1507
TRINITY_DN7819_c0_g1_i1 len=2121 path=[0:0-2120],Transcript_1508
TRINITY_DN7811_c0_g1_i1 len=952 path=[0:0-951],Transcript_1509
TRINITY_DN7887_c0_g1_i1 len=2008 path=[0:0-2007],Transcript_1510
